City/Town,County,Population,Total Case Counts,Two Week Case Counts,Average Daily Rate,Color,Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week,Testing Rate,Report Date,Start_Date,End_Date
Woburn,Middlesex,"40,876",11999,75,13.1,,Lower,226143,1285,84,6.54%,Higher,3143.65,2022-11-03,2022-10-16,2022-10-29
Worcester,Worcester,"206,518",63709,312,10.8,,Lower,2058955,6861,338,4.93%,Lower,3322.23,2022-11-03,2022-10-16,2022-10-29
Worthington,Hampshire,"1,193",148,<5,12.0,,Higher,4899,43,2,4.65%,Higher,3604.36,2022-11-03,2022-10-16,2022-10-29
Wrentham,Norfolk,"12,178",2748,15,8.8,,Lower,65865,604,21,3.48%,Lower,4959.76,2022-11-03,2022-10-16,2022-10-29
Yarmouth,Barnstable,"25,023",5540,47,13.4,,Lower,99197,687,59,8.59%,Lower,2745.47,2022-11-03,2022-10-16,2022-10-29
All of Massachusetts,Statewide,"7,029,917",1915290,12052,12.2,,Lower,48199113,213055,13653,6.41%,Lower,3030.69,2022-11-03,2022-10-16,2022-10-29
Abington,Plymouth,"17,062",4537,22,9.2,,Lower,73842,379,25,6.60%,Lower,2221.31,2022-11-10,2022-10-23,2022-11-05
Acton,Middlesex,"24,021",3973,23,6.8,,Lower,110893,595,30,5.04%,Lower,2477.00,2022-11-10,2022-10-23,2022-11-05
Acushnet,Bristol,"10,559",3652,11,7.4,,No Change,49260,227,11,4.85%,Lower,2149.82,2022-11-10,2022-10-23,2022-11-05
Adams,Berkshire,"8,166",2102,12,10.5,,Lower,41774,330,12,3.64%,Lower,4041.15,2022-11-10,2022-10-23,2022-11-05
Agawam,Hampden,"28,692",8547,57,14.2,,Lower,147593,900,63,7.00%,Lower,3136.76,2022-11-10,2022-10-23,2022-11-05
Alford,Berkshire,486,50,0,0.0,,No Change,716,2,0,0.00%,No Change,411.52,2022-11-10,2022-10-23,2022-11-05
Amesbury,Essex,"17,366",3031,19,7.8,,Lower,68879,362,22,6.08%,Lower,2084.53,2022-11-10,2022-10-23,2022-11-05
Amherst,Hampshire,"39,263",10034,31,5.6,,Lower,817398,795,37,4.65%,Lower,2024.81,2022-11-10,2022-10-23,2022-11-05
Andover,Essex,"36,569",8364,44,8.6,,No Change,197373,946,49,5.18%,Lower,2586.89,2022-11-10,2022-10-23,2022-11-05
Aquinnah,Dukes,439,28,0,0.0,,Lower,1032,16,0,0.00%,Lower,3644.65,2022-11-10,2022-10-23,2022-11-05
Arlington,Middlesex,"46,308",7231,67,10.3,,Lower,303103,1734,75,4.33%,Lower,3744.49,2022-11-10,2022-10-23,2022-11-05
Ashburnham,Worcester,"6,315",1630,3,3.4,,Lower,34832,143,3,2.10%,Lower,2264.45,2022-11-10,2022-10-23,2022-11-05
Ashby,Middlesex,"3,193",625,5,11.2,,Higher,9952,67,5,7.46%,Lower,2098.34,2022-11-10,2022-10-23,2022-11-05
Ashfield,Franklin,"1,695",187,0,0.0,,Lower,7129,37,0,0.00%,Lower,2182.89,2022-11-10,2022-10-23,2022-11-05
Ashland,Middlesex,"18,832",4412,29,11.0,,Lower,102703,472,35,7.42%,Lower,2506.37,2022-11-10,2022-10-23,2022-11-05
Athol,Worcester,"11,945",3561,18,10.8,,Lower,62269,524,22,4.20%,Lower,4386.77,2022-11-10,2022-10-23,2022-11-05
Attleboro,Bristol,"46,461",11949,64,9.8,,Lower,194887,1106,71,6.42%,Higher,2380.49,2022-11-10,2022-10-23,2022-11-05
Auburn,Worcester,"16,889",4789,23,9.7,,Lower,95631,473,25,5.29%,Lower,2800.64,2022-11-10,2022-10-23,2022-11-05
Avon,Norfolk,"4,777",1333,9,13.5,,Higher,20850,116,10,8.62%,Higher,2428.30,2022-11-10,2022-10-23,2022-11-05
Ayer,Middlesex,"8,479",2319,10,8.4,,Lower,58250,240,10,4.17%,No Change,2830.52,2022-11-10,2022-10-23,2022-11-05
Barnstable,Barnstable,"48,916",11715,94,13.7,,Lower,187767,1292,103,7.97%,Lower,2641.26,2022-11-10,2022-10-23,2022-11-05
Barre,Worcester,"5,530",1294,6,7.7,,Lower,23081,163,6,3.68%,Lower,2947.56,2022-11-10,2022-10-23,2022-11-05
Becket,Berkshire,"1,931",351,9,33.3,,Lower,8413,66,9,13.64%,Lower,3417.92,2022-11-10,2022-10-23,2022-11-05
Bedford,Middlesex,"14,383",3662,18,8.9,,Lower,113064,664,21,3.16%,Lower,4616.56,2022-11-10,2022-10-23,2022-11-05
Belchertown,Hampshire,"15,350",3461,19,8.8,,Higher,93850,683,19,2.78%,Lower,4449.51,2022-11-10,2022-10-23,2022-11-05
Bellingham,Norfolk,"16,945",4037,34,14.3,,Lower,63899,441,40,9.07%,Higher,2602.54,2022-11-10,2022-10-23,2022-11-05
Belmont,Middlesex,"27,295",5013,35,9.2,,Higher,194866,944,37,3.92%,Higher,3458.51,2022-11-10,2022-10-23,2022-11-05
Berkley,Bristol,"6,764",1996,12,12.7,,Higher,27323,127,13,10.24%,Higher,1877.59,2022-11-10,2022-10-23,2022-11-05
Berlin,Worcester,"3,158",753,6,13.6,,Lower,15134,80,8,10.00%,Higher,2533.25,2022-11-10,2022-10-23,2022-11-05
Bernardston,Franklin,"2,102",397,9,30.6,,Higher,11690,89,11,12.36%,Higher,4234.06,2022-11-10,2022-10-23,2022-11-05
Beverly,Essex,"42,670",10723,80,13.4,,Higher,306173,1481,84,5.67%,No Change,3470.82,2022-11-10,2022-10-23,2022-11-05
Billerica,Middlesex,"42,119",11294,87,14.8,,Higher,191334,1198,95,7.93%,Lower,2844.32,2022-11-10,2022-10-23,2022-11-05
Blackstone,Worcester,"9,208",2166,16,12.4,,No Change,34561,199,17,8.54%,Higher,2161.16,2022-11-10,2022-10-23,2022-11-05
Blandford,Hampden,"1,215",251,1,5.9,,Lower,4134,29,1,3.45%,Lower,2386.83,2022-11-10,2022-10-23,2022-11-05
Bolton,Worcester,"5,665",1015,5,6.3,,Lower,25479,136,5,3.68%,Lower,2400.71,2022-11-10,2022-10-23,2022-11-05
Boston,Suffolk,"675,647",209430,906,9.6,,Lower,7980004,20917,1070,5.12%,Lower,3095.85,2022-11-10,2022-10-23,2022-11-05
Bourne,Barnstable,"20,452",4326,33,11.5,,Lower,100039,615,44,7.15%,Lower,3007.04,2022-11-10,2022-10-23,2022-11-05
Boxborough,Middlesex,"5,506",884,4,5.2,,Lower,23735,144,4,2.78%,Lower,2615.33,2022-11-10,2022-10-23,2022-11-05
Boxford,Essex,"8,203",1700,7,6.1,,Higher,38625,260,10,3.85%,Higher,3169.57,2022-11-10,2022-10-23,2022-11-05
Boylston,Worcester,"4,849",993,4,5.9,,Higher,22924,126,5,3.97%,Higher,2598.47,2022-11-10,2022-10-23,2022-11-05
Braintree,Norfolk,"39,143",10505,55,10.0,,Lower,209696,1008,63,6.25%,Lower,2575.17,2022-11-10,2022-10-23,2022-11-05
Brewster,Barnstable,"10,318",1782,19,13.2,,Lower,45904,279,20,7.17%,Lower,2704.01,2022-11-10,2022-10-23,2022-11-05
Bridgewater,Plymouth,"28,633",7372,28,7.0,,Lower,143075,512,29,5.66%,Lower,1788.15,2022-11-10,2022-10-23,2022-11-05
Brimfield,Hampden,"3,694",812,4,7.7,,Lower,14298,86,4,4.65%,Lower,2328.10,2022-11-10,2022-10-23,2022-11-05
Brockton,Plymouth,"105,643",32958,136,9.2,,Lower,556362,2306,150,6.50%,Higher,2182.82,2022-11-10,2022-10-23,2022-11-05
Brookfield,Worcester,"3,439",757,5,10.4,,No Change,14642,99,5,5.05%,Lower,2878.74,2022-11-10,2022-10-23,2022-11-05
Brookline,Norfolk,"63,191",10743,71,8.0,,Lower,552665,1695,82,4.84%,Lower,2682.34,2022-11-10,2022-10-23,2022-11-05
Buckland,Franklin,"1,816",273,3,11.8,,No Change,1894,20,3,15.00%,Higher,1101.32,2022-11-10,2022-10-23,2022-11-05
Burlington,Middlesex,"26,377",6545,51,13.8,,Higher,134591,806,57,7.07%,Higher,3055.69,2022-11-10,2022-10-23,2022-11-05
Cambridge,Middlesex,"118,403",31879,180,10.9,,Lower,2512370,4068,219,5.38%,Lower,3435.72,2022-11-10,2022-10-23,2022-11-05
Canton,Norfolk,"24,370",5591,27,7.9,,Lower,124340,581,29,4.99%,Lower,2384.08,2022-11-10,2022-10-23,2022-11-05
Carlisle,Middlesex,"5,237",988,3,4.1,,Lower,27159,129,3,2.33%,Lower,2463.24,2022-11-10,2022-10-23,2022-11-05
Carver,Plymouth,"11,645",2637,19,11.7,,Lower,40803,355,24,6.76%,Lower,3048.52,2022-11-10,2022-10-23,2022-11-05
Charlemont,Franklin,"1,185",187,2,12.1,,Lower,5647,60,3,5.00%,Lower,5063.29,2022-11-10,2022-10-23,2022-11-05
Charlton,Worcester,"13,315",3292,20,10.7,,Lower,63774,362,22,6.08%,Lower,2718.74,2022-11-10,2022-10-23,2022-11-05
Chatham,Barnstable,"6,594",1082,16,17.3,,Higher,21671,155,18,11.61%,Higher,2350.62,2022-11-10,2022-10-23,2022-11-05
Chelmsford,Middlesex,"36,392",8736,58,11.4,,Higher,161240,854,60,7.03%,Higher,2346.67,2022-11-10,2022-10-23,2022-11-05
Chelsea,Suffolk,"40,787",16854,55,9.6,,Lower,282828,1905,59,3.10%,Lower,4670.61,2022-11-10,2022-10-23,2022-11-05
Cheshire,Berkshire,"3,258",787,5,11.0,,Lower,15027,109,5,4.59%,Lower,3345.61,2022-11-10,2022-10-23,2022-11-05
Chester,Hampden,"1,228",246,0,0.0,,No Change,4023,24,0,0.00%,No Change,1954.40,2022-11-10,2022-10-23,2022-11-05
Chesterfield,Hampshire,"1,186",176,5,30.1,,Lower,4586,33,5,15.15%,Lower,2782.46,2022-11-10,2022-10-23,2022-11-05
Chicopee,Hampden,"55,560",19073,140,18.0,,Lower,290265,1795,159,8.86%,Lower,3230.74,2022-11-10,2022-10-23,2022-11-05
Chilmark,Dukes,"1,212",130,0,0.0,,No Change,6801,25,0,0.00%,No Change,2062.71,2022-11-10,2022-10-23,2022-11-05
Clarksburg,Berkshire,"1,657",389,4,17.2,,Higher,5116,51,4,7.84%,Higher,3077.85,2022-11-10,2022-10-23,2022-11-05
Clinton,Worcester,"15,428",4142,21,9.7,,Lower,61399,353,22,6.23%,Lower,2288.05,2022-11-10,2022-10-23,2022-11-05
Cohasset,Norfolk,"8,381",1459,8,6.8,,Lower,35680,159,8,5.03%,Lower,1897.15,2022-11-10,2022-10-23,2022-11-05
Colrain,Franklin,"1,606",288,1,4.4,,Lower,7123,39,1,2.56%,Lower,2428.39,2022-11-10,2022-10-23,2022-11-05
Concord,Middlesex,"18,491",3367,30,11.6,,Lower,125048,527,40,7.59%,Higher,2850.04,2022-11-10,2022-10-23,2022-11-05
Conway,Franklin,"1,761",240,5,20.3,,Lower,9196,58,6,10.34%,Lower,3293.58,2022-11-10,2022-10-23,2022-11-05
Cummington,Hampshire,829,116,0,0.0,,No Change,4103,19,0,0.00%,No Change,2291.92,2022-11-10,2022-10-23,2022-11-05
Dalton,Berkshire,"6,330",1702,21,23.7,,Lower,37331,243,21,8.64%,Lower,3838.86,2022-11-10,2022-10-23,2022-11-05
Danvers,Essex,"28,087",8645,69,17.5,,Higher,177028,1085,77,7.10%,Higher,3863.00,2022-11-10,2022-10-23,2022-11-05
Dartmouth,Bristol,"33,783",10030,54,11.4,,No Change,168880,676,55,8.14%,No Change,2001.01,2022-11-10,2022-10-23,2022-11-05
Dedham,Norfolk,"25,364",6237,37,10.4,,Lower,153763,992,46,4.64%,Lower,3911.06,2022-11-10,2022-10-23,2022-11-05
Deerfield,Franklin,"5,090",914,9,12.6,,No Change,64406,185,9,4.86%,Lower,3634.58,2022-11-10,2022-10-23,2022-11-05
Dennis,Barnstable,"14,674",2867,28,13.6,,Lower,51899,370,29,7.84%,Lower,2521.47,2022-11-10,2022-10-23,2022-11-05
Dighton,Bristol,"8,101",2033,11,9.7,,Lower,31158,187,11,5.88%,Lower,2308.36,2022-11-10,2022-10-23,2022-11-05
Douglas,Worcester,"8,983",1934,13,10.3,,Lower,33629,227,16,7.05%,Lower,2527.00,2022-11-10,2022-10-23,2022-11-05
Dover,Norfolk,"5,923",996,6,7.2,,Lower,31484,145,7,4.83%,Lower,2448.08,2022-11-10,2022-10-23,2022-11-05
Dracut,Middlesex,"32,617",10368,71,15.5,,Higher,149754,765,74,9.67%,Higher,2345.40,2022-11-10,2022-10-23,2022-11-05
Dudley,Worcester,"11,921",3079,13,7.8,,Lower,85615,266,15,5.64%,Lower,2231.36,2022-11-10,2022-10-23,2022-11-05
Dunstable,Middlesex,"3,358",606,2,4.3,,Lower,10827,58,2,3.45%,Lower,1727.22,2022-11-10,2022-10-23,2022-11-05
Duxbury,Plymouth,"16,090",3113,20,8.9,,Lower,66206,354,23,6.50%,Lower,2200.12,2022-11-10,2022-10-23,2022-11-05
East Bridgewater,Plymouth,"14,440",3602,11,5.4,,Lower,60209,289,11,3.81%,Lower,2001.39,2022-11-10,2022-10-23,2022-11-05
East Brookfield,Worcester,"2,224",557,5,16.1,,No Change,8372,57,5,8.77%,Lower,2562.95,2022-11-10,2022-10-23,2022-11-05
East Longmeadow,Hampden,"16,430",4908,24,10.4,,Lower,86446,432,29,6.71%,Lower,2629.34,2022-11-10,2022-10-23,2022-11-05
Eastham,Barnstable,"5,752",635,7,8.7,,Lower,13929,99,7,7.07%,Higher,1721.14,2022-11-10,2022-10-23,2022-11-05
Easthampton,Hampshire,"16,211",4177,56,24.7,,Lower,134741,808,64,7.92%,Lower,4984.27,2022-11-10,2022-10-23,2022-11-05
Easton,Bristol,"25,058",6117,20,5.7,,Lower,218192,377,23,6.10%,Lower,1504.51,2022-11-10,2022-10-23,2022-11-05
Edgartown,Dukes,"5,168",1234,7,9.7,,Higher,24601,156,8,5.13%,Higher,3018.58,2022-11-10,2022-10-23,2022-11-05
Egremont,Berkshire,"1,372",138,3,15.6,,Higher,3523,34,4,11.76%,Lower,2478.13,2022-11-10,2022-10-23,2022-11-05
Erving,Franklin,"1,665",369,4,17.2,,Lower,8850,42,4,9.52%,Lower,2522.52,2022-11-10,2022-10-23,2022-11-05
Essex,Essex,"3,675",672,6,11.7,,Higher,14821,125,6,4.80%,Higher,3401.36,2022-11-10,2022-10-23,2022-11-05
Everett,Middlesex,"49,075",18452,59,8.6,,Lower,287217,1774,68,3.83%,Lower,3614.88,2022-11-10,2022-10-23,2022-11-05
Fairhaven,Bristol,"15,924",5095,19,8.5,,Higher,86070,357,19,5.32%,Higher,2241.90,2022-11-10,2022-10-23,2022-11-05
Fall River,Bristol,"94,000",33484,165,12.5,,Lower,463839,2199,172,7.82%,Lower,2339.36,2022-11-10,2022-10-23,2022-11-05
Falmouth,Barnstable,"32,517",5709,55,12.1,,Lower,137667,1105,72,6.52%,Lower,3398.22,2022-11-10,2022-10-23,2022-11-05
Fitchburg,Worcester,"41,946",12913,51,8.7,,Lower,206677,1060,56,5.28%,Lower,2527.06,2022-11-10,2022-10-23,2022-11-05
Florida,Berkshire,694,130,1,10.3,,Lower,2102,12,1,8.33%,Lower,1729.11,2022-11-10,2022-10-23,2022-11-05
Foxborough,Norfolk,"18,618",4166,27,10.4,,No Change,97329,358,28,7.82%,Lower,1922.87,2022-11-10,2022-10-23,2022-11-05
Framingham,Middlesex,"72,362",21842,104,10.3,,Lower,447979,2216,125,5.64%,Lower,3062.38,2022-11-10,2022-10-23,2022-11-05
Franklin,Norfolk,"33,261",6728,47,10.1,,Higher,177157,708,50,7.06%,Higher,2128.62,2022-11-10,2022-10-23,2022-11-05
Freetown,Bristol,"9,206",2679,13,10.1,,No Change,38408,184,16,8.70%,Higher,1998.70,2022-11-10,2022-10-23,2022-11-05
Gardner,Worcester,"21,287",6655,37,12.4,,Lower,100737,416,40,9.62%,Lower,1954.24,2022-11-10,2022-10-23,2022-11-05
Georgetown,Essex,"8,470",1780,16,13.5,,Higher,35600,250,18,7.20%,Higher,2951.59,2022-11-10,2022-10-23,2022-11-05
Gill,Franklin,"1,551",308,7,32.2,,Higher,10547,65,7,10.77%,Higher,4190.84,2022-11-10,2022-10-23,2022-11-05
Gloucester,Essex,"29,729",6627,42,10.1,,Lower,122458,856,49,5.72%,Lower,2879.34,2022-11-10,2022-10-23,2022-11-05
Goshen,Hampshire,960,90,3,22.3,,Lower,2912,23,3,13.04%,Lower,2395.83,2022-11-10,2022-10-23,2022-11-05
Gosnold,Dukes,70,10,0,0.0,,No Change,153,0,0,0.00%,No Change,0.00,2022-11-10,2022-10-23,2022-11-05
Grafton,Worcester,"19,664",3931,17,6.2,,Lower,101160,476,21,4.41%,Lower,2420.67,2022-11-10,2022-10-23,2022-11-05
Granby,Hampshire,"6,110",1462,12,14.0,,Lower,33283,203,16,7.88%,Lower,3322.42,2022-11-10,2022-10-23,2022-11-05
Granville,Hampden,"1,538",313,5,23.2,,Higher,5104,23,5,21.74%,Higher,1495.45,2022-11-10,2022-10-23,2022-11-05
Great Barrington,Berkshire,"7,172",1847,27,26.9,,No Change,61468,302,28,9.27%,Higher,4210.82,2022-11-10,2022-10-23,2022-11-05
Greenfield,Franklin,"17,768",4191,49,19.7,,Lower,115997,708,56,7.91%,Lower,3984.69,2022-11-10,2022-10-23,2022-11-05
Groton,Middlesex,"11,315",2038,14,8.8,,Higher,66108,261,17,6.51%,Higher,2306.67,2022-11-10,2022-10-23,2022-11-05
Groveland,Essex,"6,752",1330,10,10.6,,Lower,24654,167,10,5.99%,No Change,2473.34,2022-11-10,2022-10-23,2022-11-05
Hadley,Hampshire,"5,325",1119,11,14.8,,No Change,55885,205,13,6.34%,Lower,3849.77,2022-11-10,2022-10-23,2022-11-05
Halifax,Plymouth,"7,749",1691,5,4.6,,No Change,26779,169,6,3.55%,Higher,2180.93,2022-11-10,2022-10-23,2022-11-05
Hamilton,Essex,"7,561",1322,6,5.7,,Lower,37439,285,6,2.11%,Lower,3769.34,2022-11-10,2022-10-23,2022-11-05
Hampden,Hampden,"4,966",1464,19,27.3,,Lower,26491,131,21,16.03%,Lower,2637.94,2022-11-10,2022-10-23,2022-11-05
Hancock,Berkshire,757,58,0,0.0,,Lower,784,3,0,0.00%,Lower,396.30,2022-11-10,2022-10-23,2022-11-05
Hanover,Plymouth,"14,833",4816,21,10.1,,Lower,70383,356,22,6.18%,Lower,2400.05,2022-11-10,2022-10-23,2022-11-05
Hanson,Plymouth,"10,639",2590,20,13.4,,Higher,41094,242,20,8.26%,Higher,2274.65,2022-11-10,2022-10-23,2022-11-05
Hardwick,Worcester,"2,667",505,4,10.7,,Higher,9704,54,5,9.26%,Higher,2024.75,2022-11-10,2022-10-23,2022-11-05
Harvard,Worcester,"6,851",789,5,5.2,,Higher,24103,114,6,5.26%,Higher,1663.99,2022-11-10,2022-10-23,2022-11-05
Harwich,Barnstable,"13,440",2556,22,11.7,,Lower,49045,306,27,8.82%,Lower,2276.79,2022-11-10,2022-10-23,2022-11-05
Hatfield,Hampshire,"3,352",659,3,6.4,,Higher,19410,106,3,2.83%,Lower,3162.29,2022-11-10,2022-10-23,2022-11-05
Haverhill,Essex,"67,787",20881,108,11.4,,Lower,346237,2223,124,5.58%,Lower,3279.39,2022-11-10,2022-10-23,2022-11-05
Hawley,Franklin,353,31,1,20.2,,No Change,383,13,1,7.69%,Lower,3682.72,2022-11-10,2022-10-23,2022-11-05
Heath,Franklin,723,106,1,9.9,,Lower,1991,13,1,7.69%,Lower,1798.06,2022-11-10,2022-10-23,2022-11-05
Hingham,Plymouth,"24,284",5261,30,8.8,,Lower,124014,582,32,5.50%,Lower,2396.64,2022-11-10,2022-10-23,2022-11-05
Hinsdale,Berkshire,"1,919",468,9,33.5,,Lower,10303,53,9,16.98%,Higher,2761.86,2022-11-10,2022-10-23,2022-11-05
Holbrook,Norfolk,"11,405",3108,27,16.9,,Higher,53062,294,33,11.22%,Higher,2577.82,2022-11-10,2022-10-23,2022-11-05
Holden,Worcester,"19,905",4842,35,12.6,,No Change,107733,590,39,6.61%,Lower,2964.08,2022-11-10,2022-10-23,2022-11-05
Holland,Hampden,"2,603",534,2,5.5,,No Change,8956,56,3,5.36%,Higher,2151.36,2022-11-10,2022-10-23,2022-11-05
Holliston,Middlesex,"14,996",2906,18,8.6,,Lower,70397,456,19,4.17%,Lower,3040.81,2022-11-10,2022-10-23,2022-11-05
Holyoke,Hampden,"38,238",15436,84,15.7,,Lower,274369,1740,103,5.92%,Lower,4550.45,2022-11-10,2022-10-23,2022-11-05
Hopedale,Worcester,"6,017",1380,12,14.2,,Higher,27497,180,12,6.67%,Higher,2991.52,2022-11-10,2022-10-23,2022-11-05
Hopkinton,Middlesex,"18,758",4099,32,12.2,,Higher,90349,566,33,5.83%,Higher,3017.38,2022-11-10,2022-10-23,2022-11-05
Hubbardston,Worcester,"4,328",905,7,11.6,,Lower,17103,77,7,9.09%,Lower,1779.11,2022-11-10,2022-10-23,2022-11-05
Hudson,Middlesex,"20,092",5280,25,8.9,,No Change,89525,479,29,6.05%,Lower,2384.03,2022-11-10,2022-10-23,2022-11-05
Hull,Plymouth,"10,072",1742,10,7.1,,Lower,37407,232,13,5.60%,Lower,2303.42,2022-11-10,2022-10-23,2022-11-05
Huntington,Hampshire,"2,094",477,7,23.9,,Lower,10214,74,7,9.46%,Lower,3533.91,2022-11-10,2022-10-23,2022-11-05
Ipswich,Essex,"13,785",2491,14,7.3,,Lower,69012,700,15,2.14%,Lower,5077.98,2022-11-10,2022-10-23,2022-11-05
Kingston,Plymouth,"13,708",3408,18,9.4,,Lower,68515,368,23,6.25%,Lower,2684.56,2022-11-10,2022-10-23,2022-11-05
Lakeville,Plymouth,"11,523",3136,12,7.4,,Lower,47301,280,12,4.29%,Lower,2429.92,2022-11-10,2022-10-23,2022-11-05
Lancaster,Worcester,"8,441",1652,9,7.6,,No Change,34513,172,10,5.81%,No Change,2037.67,2022-11-10,2022-10-23,2022-11-05
Lanesborough,Berkshire,"3,038",666,8,18.8,,Higher,13577,75,8,10.67%,Lower,2468.73,2022-11-10,2022-10-23,2022-11-05
Lawrence,Essex,"89,143",41051,164,13.1,,Higher,456017,2700,184,6.81%,Higher,3028.84,2022-11-10,2022-10-23,2022-11-05
Lee,Berkshire,"5,788",1402,11,13.6,,Lower,28725,160,11,6.88%,Lower,2764.34,2022-11-10,2022-10-23,2022-11-05
Leicester,Worcester,"11,087",3330,16,10.3,,Lower,65100,324,18,5.56%,Lower,2922.34,2022-11-10,2022-10-23,2022-11-05
Lenox,Berkshire,"5,095",1087,9,12.6,,Higher,32878,169,9,5.33%,Higher,3316.98,2022-11-10,2022-10-23,2022-11-05
Leominster,Worcester,"43,782",12505,67,10.9,,Lower,205483,1134,78,6.88%,Lower,2590.11,2022-11-10,2022-10-23,2022-11-05
Leverett,Franklin,"1,865",269,3,11.5,,Higher,16567,81,4,4.94%,Higher,4343.16,2022-11-10,2022-10-23,2022-11-05
Lexington,Middlesex,"34,454",5846,38,7.9,,Lower,200008,889,40,4.50%,Lower,2580.25,2022-11-10,2022-10-23,2022-11-05
Leyden,Franklin,734,102,2,19.5,,No Change,1138,18,2,11.11%,Lower,2452.32,2022-11-10,2022-10-23,2022-11-05
Lincoln,Middlesex,"7,014",830,9,9.2,,Higher,36358,234,9,3.85%,Higher,3336.18,2022-11-10,2022-10-23,2022-11-05
Littleton,Middlesex,"10,141",2287,18,12.7,,Lower,52634,280,19,6.79%,Lower,2761.07,2022-11-10,2022-10-23,2022-11-05
Longmeadow,Hampden,"15,853",3707,28,12.6,,Lower,92844,379,32,8.44%,Lower,2390.71,2022-11-10,2022-10-23,2022-11-05
Lowell,Middlesex,"115,554",40400,212,13.1,,Lower,583467,3011,221,7.34%,Lower,2605.71,2022-11-10,2022-10-23,2022-11-05
Ludlow,Hampden,"21,002",7119,78,26.5,,Lower,105356,745,97,13.02%,Lower,3547.28,2022-11-10,2022-10-23,2022-11-05
Lunenburg,Worcester,"11,782",2391,12,7.3,,Lower,45135,287,14,4.88%,Lower,2435.92,2022-11-10,2022-10-23,2022-11-05
Lynn,Essex,"101,253",36955,147,10.4,,Lower,531868,3441,170,4.94%,Higher,3398.42,2022-11-10,2022-10-23,2022-11-05
Lynnfield,Essex,"13,000",3652,19,10.4,,Lower,68662,337,22,6.53%,No Change,2592.31,2022-11-10,2022-10-23,2022-11-05
Malden,Middlesex,"66,263",18844,96,10.3,,Lower,398118,1995,117,5.86%,Lower,3010.73,2022-11-10,2022-10-23,2022-11-05
Manchester,Essex,"5,395",851,10,13.2,,No Change,24968,174,11,6.32%,Lower,3225.21,2022-11-10,2022-10-23,2022-11-05
Mansfield,Bristol,"23,860",5069,19,5.7,,Lower,100021,353,20,5.67%,Lower,1479.46,2022-11-10,2022-10-23,2022-11-05
Marblehead,Essex,"20,441",4584,26,9.1,,Lower,119814,549,29,5.28%,Lower,2685.78,2022-11-10,2022-10-23,2022-11-05
Marion,Plymouth,"5,347",1447,6,8.0,,Higher,47987,154,7,4.55%,Higher,2880.12,2022-11-10,2022-10-23,2022-11-05
Marlborough,Middlesex,"41,793",12635,64,10.9,,Higher,211133,1043,68,6.52%,Higher,2495.63,2022-11-10,2022-10-23,2022-11-05
Marshfield,Plymouth,"25,825",5205,27,7.5,,Higher,92417,542,29,5.35%,Lower,2098.74,2022-11-10,2022-10-23,2022-11-05
Mashpee,Barnstable,"15,060",3180,32,15.2,,Higher,64185,482,41,8.51%,No Change,3200.53,2022-11-10,2022-10-23,2022-11-05
Mattapoisett,Plymouth,"6,508",1531,10,11.0,,Higher,28098,144,12,8.33%,Higher,2212.66,2022-11-10,2022-10-23,2022-11-05
Maynard,Middlesex,"10,746",2104,14,9.3,,Lower,51908,296,19,6.42%,Lower,2754.51,2022-11-10,2022-10-23,2022-11-05
Medfield,Norfolk,"12,799",2199,15,8.4,,Higher,64776,322,16,4.97%,Higher,2515.82,2022-11-10,2022-10-23,2022-11-05
Medford,Middlesex,"59,659",17291,99,11.9,,No Change,640249,2087,110,5.27%,No Change,3498.21,2022-11-10,2022-10-23,2022-11-05
Medway,Norfolk,"13,115",2652,16,8.7,,Higher,59585,379,18,4.75%,Higher,2889.82,2022-11-10,2022-10-23,2022-11-05
Melrose,Middlesex,"29,817",7382,42,10.1,,Lower,192556,742,48,6.47%,Lower,2488.51,2022-11-10,2022-10-23,2022-11-05
Mendon,Worcester,"6,228",1204,7,8.0,,Lower,23510,160,7,4.38%,Lower,2569.04,2022-11-10,2022-10-23,2022-11-05
Merrimac,Essex,"6,723",1169,5,5.3,,Lower,24602,138,8,5.80%,Lower,2052.66,2022-11-10,2022-10-23,2022-11-05
Methuen,Essex,"53,059",18755,98,13.2,,Lower,270029,1530,107,6.99%,Lower,2883.58,2022-11-10,2022-10-23,2022-11-05
Middleborough,Plymouth,"24,245",6328,38,11.2,,Higher,112267,707,39,5.52%,Higher,2916.07,2022-11-10,2022-10-23,2022-11-05
Middlefield,Hampshire,385,35,1,18.6,,No Change,833,5,2,40.00%,Higher,1298.70,2022-11-10,2022-10-23,2022-11-05
Middleton,Essex,"9,779",3580,21,15.3,,Higher,55492,267,23,8.61%,Higher,2730.34,2022-11-10,2022-10-23,2022-11-05
Milford,Worcester,"30,379",8060,72,16.9,,Higher,134034,1099,78,7.10%,Higher,3617.63,2022-11-10,2022-10-23,2022-11-05
Millbury,Worcester,"13,831",3538,17,8.8,,Lower,63552,287,17,5.92%,Lower,2075.05,2022-11-10,2022-10-23,2022-11-05
Millis,Norfolk,"8,460",1469,13,11.0,,Higher,33842,206,16,7.77%,Higher,2434.99,2022-11-10,2022-10-23,2022-11-05
Millville,Worcester,"3,174",709,3,6.8,,Lower,11946,82,3,3.66%,Lower,2583.49,2022-11-10,2022-10-23,2022-11-05
